user_idx,item_idx,rating
174,3919,7.8057685
174,2374,7.497919
174,5451,7.4727373
174,952,7.309928
174,4877,7.2625933
174,3739,7.1437464
174,1366,7.117926
174,8499,7.1024384
174,1718,7.003444
175,1201,7.343145
175,1097,6.8301535
175,1221,6.6617947
175,1402,6.6404266
175,743,6.441309
175,954,6.171224
175,842,6.0935645
175,877,6.058351
175,1600,5.981367
175,2001,5.90957
177,1126,8.024808
177,751,7.49698
177,1310,7.464924
177,1141,7.337179
177,2368,7.198856
177,1709,7.186921
177,3100,7.026923
177,1669,7.0153494
177,7150,6.966014
177,2270,6.959836
179,1779,7.4240313
179,3197,7.3860993
179,2092,7.267398
179,6692,7.2206297
179,610,6.858562
179,1240,6.8401575
179,4277,6.6366043
179,769,6.413461
179,4670,6.3422856
179,9395,6.2970567
180,654,6.1293764
180,1486,6.015191
180,2127,5.905372
180,5802,5.6758857
180,2561,5.641866
180,940,5.631804
180,3338,5.60041
180,1415,5.5414357
180,3949,5.500806
180,2337,5.4996777
181,1044,7.8489876
181,3013,7.3398886
181,1506,7.2762103
181,1834,7.166165
181,766,7.135336
181,2207,7.0638895
181,1800,6.942797
181,1294,6.9037538
181,4990,6.826733
181,9326,6.7917576
182,5772,7.700128
182,3123,7.672672
182,1339,7.2221975
182,1331,7.1119175
182,1086,6.9704967
182,2063,6.920089
182,892,6.704488
182,12907,6.700827
182,4337,6.678876
182,2257,6.622985
184,2364,8.329519
184,1850,7.6147146
184,4047,7.162117
184,481,7.1129375
184,726,7.0372744
184,5134,7.033682
184,1649,7.007026
184,771,6.997478
184,4462,6.9525642
184,6805,6.9451876
185,4641,8.8113365
185,6602,7.4243193
185,1745,7.2875705
185,406,7.20718
185,1660,7.1273203
185,1732,7.103851
185,2339,7.09005
185,1701,7.08357
185,4732,7.029984
185,4782,6.987766
186,4415,7.53353
186,2492,7.4183364
186,2732,7.3610654
186,3687,7.1902523
186,1961,7.105168
186,738,7.046592
186,9082,6.974729
186,1281,6.952574
186,2083,6.9054046
186,2393,6.729103
187,1303,6.724
187,2021,6.703665
187,1983,6.6963625
187,1305,6.5967665
187,3041,6.5874424
187,2390,6.5303106
187,1977,6.388425
187,1677,6.2009034
187,1828,6.1825905
187,4506,6.1072817
189,1097,8.195072
189,2368,7.9103227
189,897,7.4586735
189,2972,7.4049473
189,1201,7.26258
189,8250,7.141052
189,1149,6.883456
189,3228,6.7845755
189,2099,6.7615337
189,4564,6.7318554
190,1113,8.191122
190,4513,7.779854
190,1917,7.253402
190,2706,7.220043
190,2476,7.1720223
190,2115,7.0869164
190,1616,7.0542073
190,1719,7.0385675
190,7088,6.9909043
190,8312,6.882065
195,3183,8.270696
195,4705,8.206596
195,1921,7.4899144
195,2818,7.4828978
195,5045,7.427096
195,4535,7.1614094
195,3660,7.157078
195,8932,7.0891123
195,5062,6.998461
195,910,6.995846
196,4085,6.6702104
196,3086,5.853067
196,1794,5.803868
196,542,5.621157
196,2276,5.575975
196,3884,5.452776
196,5573,5.4455104
196,1226,5.440662
196,2781,5.3759947
196,4766,5.344771
197,1070,7.4091687
197,168,7.2445955
197,2944,7.171388
197,1386,6.9337406
197,2141,6.9067836
197,1556,6.8211045
197,5074,6.808809
197,3850,6.793667
197,2792,6.756158
197,5046,6.7312193
201,2099,6.0085077
201,1340,5.8869357
201,1346,5.7604623
201,1573,5.4771237
201,2148,5.3833523
201,1079,5.291193
201,5510,5.257019
201,2428,5.150174
201,1826,5.0899
201,2776,5.030813
202,3623,7.9171014
202,5564,7.546812
202,1407,7.259294
202,4056,7.0271935
202,3194,6.9271054
202,1044,6.8037653
202,5377,6.6769743
202,1522,6.673799
202,1829,6.5698833
202,3329,6.560808
206,3047,8.606447
206,3272,7.9970193
206,3195,7.746244
206,881,7.225281
206,5046,7.219128
206,2612,7.039486
206,840,6.9283834
206,3316,6.856168
206,2214,6.796123
206,1625,6.7620573
207,4229,4.558611
207,900,3.9992795
207,3269,3.722195
207,5172,3.6063356
207,6369,3.5731282
207,2332,3.5581706
207,1168,3.5021763
207,2432,3.43814
207,1067,3.4057775
207,1546,3.3625977
208,2737,5.182144
208,2483,4.9991126
208,1306,4.868651
208,2546,4.751457
208,3057,4.5776877
208,4971,4.4272685
208,2252,4.4050193
208,2614,4.347458
208,957,4.324222
208,4258,4.2242856
209,2214,2.6322265
209,1164,2.626503
209,4980,2.5295167
209,2260,2.4200087
209,1410,2.3931246
209,5159,2.264394
209,941,2.2413049
209,1649,2.2360315
209,2531,2.1947253
209,2733,2.1594796
212,854,4.999367
212,4535,4.469133
212,1651,3.9736483
212,2942,3.8799303
212,6568,3.7730725
212,2465,3.6986384
212,2666,3.670318
212,787,3.587294
212,2437,3.5804663
212,1798,3.5207734
214,1602,3.0002444
214,1825,2.841028
214,1164,2.7993863
214,1808,2.7102764
214,3159,2.6684697
214,2486,2.5712328
214,4054,2.546221
214,3235,2.5426986
214,5636,2.5308871
214,1169,2.4913855
215,1448,8.341273
215,1413,8.193602
215,982,7.8083634
215,3949,7.8002496
215,1583,7.6214767
215,4520,7.4984956
215,1972,7.3167295
215,2326,7.199861
215,2169,6.947754
215,11389,6.8316207
216,3352,8.457711
216,1817,7.4067225
216,875,7.2474008
216,1262,6.91886
216,1405,6.871121
216,549,6.713072
216,1847,6.6399527
216,1913,6.582344
216,4569,6.4383774
216,2346,6.4330096
217,3079,7.5527496
217,2324,7.3398056
217,1808,6.977521
217,1825,6.891117
217,1602,6.694503
217,1399,6.5149984
217,2507,6.493972
217,3040,6.3725123
217,1541,6.3027244
217,2049,6.2368503
218,1262,5.265477
218,1817,5.153845
218,1711,4.998893
218,829,4.8327827
218,5739,4.595167
218,8539,4.5318694
218,3736,4.497471
218,2346,4.2926416
218,1405,4.2539196
218,1570,4.2373266
219,3830,5.6941786
219,1902,5.197993
219,2010,4.9949703
219,6018,4.942991
219,1806,4.9070587
219,3247,4.6790037
219,1276,4.6659455
219,1889,4.625255
219,759,4.605684
219,2121,4.524297
222,499,4.9992714
222,2660,4.4216013
222,3693,4.361155
222,5578,4.3182135
222,1844,4.164928
222,946,4.1311073
222,1406,4.0794563
222,1207,3.9544387
222,1759,3.9500751
222,3294,3.9141178
223,2368,7.472136
223,1916,7.468149
223,2270,7.453639
223,954,7.3553042
223,1240,7.277148
223,3197,7.0017653
223,2964,6.986897
223,2354,6.9156466
223,2972,6.8931856
223,1201,6.8275046
224,1467,5.3902287
224,9225,5.388097
224,1590,5.1829157
224,3695,5.096403
224,125,4.99891
224,3297,4.922361
224,825,4.858513
224,5685,4.7400694
224,2770,4.715708
224,1430,4.682066
225,3336,6.310113
225,2244,6.2192793
225,1479,6.129881
225,2986,5.975007
225,2304,5.931818
225,877,5.8338914
225,1097,5.695546
225,1794,5.5851994
225,1508,5.5109377
225,2396,5.4924088
226,2523,24.156874
226,1538,23.489788
226,2801,22.85147
226,1972,22.15768
226,3461,21.724213
226,10683,21.165909
226,2635,20.572811
226,4607,20.117207
226,2119,19.872005
226,1626,19.76284
230,4450,6.1539993
230,4740,5.8516173
230,6364,5.6076155
230,1933,5.5706377
230,3369,5.388743
230,984,5.2224016
230,2414,5.205248
230,3623,5.160332
230,3043,5.1463594
230,1706,5.142889
231,1602,8.173629
231,1705,7.9894967
231,1164,7.6651444
231,11803,7.591093
231,1649,7.4561353
231,2792,7.108288
231,4980,7.094079
231,8278,7.036238
231,2364,6.958144
231,2486,6.8870883
232,1680,7.817625
232,5976,7.2435355
232,893,7.1123686
232,2887,6.9431467
232,3077,6.77041
232,1327,6.680425
232,8203,6.6423407
232,764,6.6247845
232,4672,6.4953947
232,473,6.4311066
233,1829,5.4070554
233,3369,5.3455586
233,1323,4.888351
233,5001,4.8136044
233,269,4.761155
233,665,4.7220325
233,814,4.717525
233,6485,4.626445
233,3355,4.615578
233,577,4.5730524
237,2110,6.002431
237,1069,5.668995
237,2171,5.496541
237,3315,5.445048
237,1866,5.1949763
237,1903,5.0447345
237,1037,5.022154
237,1832,4.998711
237,1309,4.986877
237,879,4.92253
240,952,7.6735373
240,8561,7.4648824
240,1834,7.1403146
240,3807,7.1188993
240,3265,7.1151395
240,1294,7.0724144
240,1506,7.066259
240,2344,6.9809885
240,1122,6.8946414
240,3507,6.862793
245,798,7.6875916
245,2686,7.622089
245,1153,7.537869
245,3894,7.460141
245,5800,7.1961865
245,3499,7.0832076
245,3664,6.783221
245,1522,6.744042
245,3295,6.4784245
245,1269,6.439156
246,6543,7.369075
246,1760,7.208716
246,4121,6.935971
246,774,6.8983507
246,2787,6.8464384
246,1166,6.805926
246,1472,6.7392964
246,850,6.734277
246,2288,6.667542
246,4053,6.6603565
249,1463,8.156459
249,914,7.6552606
249,658,7.6343393
249,1639,7.34278
249,1770,6.899279
249,2189,6.6594
249,4229,6.5661592
249,1418,6.518548
249,5739,6.500707
249,1209,6.479259
252,3178,7.1069837
252,1355,6.7768364
252,8201,6.7420945
252,861,6.737141
252,2189,6.6877737
252,1743,6.683351
252,5191,6.6553736
252,3735,6.626383
252,579,6.550076
252,669,6.5130258
256,1323,8.292999
256,1808,7.815776
256,1169,7.5519314
256,2049,7.2093306
256,3079,7.2054143
256,5162,7.143854
256,3562,7.098577
256,1610,7.097285
256,3202,7.0408363
256,3040,7.030933
259,4085,5.6393247
259,3086,5.5173135
259,2635,5.2880907
259,2781,5.173876
259,4044,4.8094454
259,338,4.7759633
259,4766,4.6355143
259,3246,4.570268
259,1226,4.551917
259,5573,4.510366
261,1888,4.999332
261,2244,4.055569
261,946,4.0431337
261,2304,3.930891
261,2635,3.9038
261,3923,3.7357807
261,1305,3.718145
261,1511,3.6737936
261,954,3.65205
261,2758,3.625854
262,6654,4.9997506
262,1222,4.9991436
262,2500,4.833079
262,3186,4.405367
262,808,4.3762436
262,3248,4.3513308
262,7527,4.2588797
262,3764,4.1329026
262,3995,4.0976667
262,2481,4.0878396
263,6897,7.112604
263,3807,6.842718
263,3415,6.64561
263,9326,6.462403
263,1294,6.379012
263,3241,6.376106
263,2284,6.3622823
263,718,6.3206787
263,3764,6.044936
263,4614,5.8622913
267,1337,5.5627527
267,3312,4.9989085
267,5451,4.919662
267,1129,4.8919964
267,2380,4.8411417
267,1091,4.8237333
267,1046,4.779991
267,2970,4.698695
267,952,4.6256504
267,3645,4.610088
269,1661,6.9506464
269,2175,6.4863443
269,1339,6.249349
269,9059,6.0887985
269,6028,6.0753407
269,2178,6.049406
269,4229,6.041937
269,1715,6.005072
269,4571,5.9831786
269,1295,5.934685
274,2233,7.23141
274,2146,7.2234235
274,2734,7.1915784
274,3762,6.8555512
274,3830,6.8423986
274,2388,6.8412323
274,1977,6.758013
274,6515,6.66342
274,764,6.6601844
274,1176,6.6399293
275,1326,7.7631464
275,3197,7.348162
275,3735,7.0865803
275,1016,7.0234585
275,5766,6.886064
275,1530,6.690756
275,852,6.565301
275,5113,6.4420376
275,605,6.4295864
275,6692,6.353427
276,1385,7.284419
276,2315,7.1332226
276,2241,7.0417004
276,708,7.0198092
276,2950,7.0167193
276,724,6.922685
276,3485,6.905211
276,6903,6.822094
276,1900,6.646621
276,5510,6.575281
280,406,0.99986017
280,4641,0.864909
280,2944,0.8566643
280,1660,0.82285345
280,7043,0.7975843
280,7669,0.77210087
280,8306,0.7716629
280,9411,0.76568514
280,2380,0.754866
280,2436,0.7546062
281,1021,1.0926354
281,2561,1.0895468
281,4971,1.0570483
281,784,0.99980676
281,5084,0.9819612
281,5537,0.9786783
281,1306,0.9752085
281,1095,0.9648261
281,3867,0.9415835
281,6535,0.94127464
282,1414,4.8705792
282,583,4.806034
282,1743,4.6000795
282,3735,4.573289
282,2815,4.566246
282,5880,4.551053
282,4654,4.5157876
282,2196,4.4027376
282,8187,4.2471876
282,1524,4.175248
285,1486,7.288151
285,1021,6.8447466
285,1509,6.5239267
285,5295,6.481193
285,3364,6.3955016
285,1608,6.3560104
285,1257,6.308988
